Enfermedad,Sintoma_1,Sintoma_2,Sintoma_3,Sintoma_4,Sintoma_5,Sintoma_6,Sintoma_7,Sintoma_8,Sintoma_9,Sintoma_10,Sintoma_11,Sintoma_12,Sintoma_13,Sintoma_14,Sintoma_15,Sintoma_16,Sintoma_17
Hepatitis B,picazón,fatiga,letargo,orina oscura,pérdida de apetito,dolor abdominal,orina amarilla,coloración amarilla de los ojos,malestar general,recepción de transfusión de sangre,recepción de inyecciones no estériles,,,,,,
Hepatitis B,picazón,fatiga,letargo,piel amarillenta,pérdida de apetito,dolor abdominal,orina amarilla,coloración amarilla de los ojos,malestar general,recepción de transfusión de sangre,recepción de inyecciones no estériles,,,,,,
Hepatitis B,picazón,fatiga,letargo,piel amarillenta,orina oscura,dolor abdominal,orina amarilla,coloración amarilla de los ojos,malestar general,recepción de transfusión de sangre,recepción de inyecciones no estériles,,,,,,
Hepatitis B,picazón,fatiga,letargo,piel amarillenta,orina oscura,pérdida de apetito,orina amarilla,coloración amarilla de los ojos,malestar general,recepción de transfusión de sangre,recepción de inyecciones no estériles,,,,,,
Hepatitis B,picazón,fatiga,letargo,piel amarillenta,orina oscura,pérdida de apetito,dolor abdominal,coloración amarilla de los ojos,malestar general,recepción de transfusión de sangre,recepción de inyecciones no estériles,,,,,,
Hepatitis C,fatiga,piel amarillenta,náuseas,pérdida de apetito,antecedentes familiares,,,,,,,,,,,,
Hepatitis C,fatiga,piel amarillenta,náuseas,pérdida de apetito,coloración amarilla de los ojos,antecedentes familiares,,,,,,,,,,,
Hepatitis C,piel amarillenta,náuseas,pérdida de apetito,coloración amarilla de los ojos,antecedentes familiares,,,,,,,,,,,,
Hepatitis C,fatiga,náuseas,pérdida de apetito,coloración amarilla de los ojos,antecedentes familiares,,,,,,,,,,,,
Hepatitis C,fatiga,piel amarillenta,pérdida de apetito,coloración amarilla de los ojos,antecedentes familiares,,,,,,,,,,,,
Hepatitis C,fatiga,piel amarillenta,náuseas,coloración amarilla de los ojos,antecedentes familiares,,,,,,,,,,,,
Hepatitis C,fatiga,piel amarillenta,náuseas,pérdida de apetito,antecedentes familiares,,,,,,,,,,,,
Hepatitis C,fatiga,piel amarillenta,náuseas,pérdida de apetito,coloración amarilla de los ojos,,,,,,,,,,,,
Hepatitis C,fatiga,piel amarillenta,náuseas,pérdida de apetito,coloración amarilla de los ojos,antecedentes familiares,,,,,,,,,,,
Hepatitis C,fatiga,piel amarillenta,náuseas,pérdida de apetito,coloración amarilla de los ojos,antecedentes familiares,,,,,,,,,,,
Hepatitis D,dolor articular,vómitos,fatiga,piel amarillenta,orina oscura,náuseas,pérdida de apetito,dolor abdominal,coloración amarilla de los ojos,,,,,,,,
Hepatitis D,vómitos,fatiga,piel amarillenta,orina oscura,náuseas,pérdida de apetito,dolor abdominal,coloración amarilla de los ojos,,,,,,,,,
Hepatitis D,dolor articular,fatiga,piel amarillenta,orina oscura,náuseas,pérdida de apetito,dolor abdominal,coloración amarilla de los ojos,,,,,,,,,
Hepatitis D,dolor articular,vómitos,piel amarillenta,orina oscura,náuseas,pérdida de apetito,dolor abdominal,coloración amarilla de los ojos,,,,,,,,,
Hepatitis D,dolor articular,vómitos,fatiga,orina oscura,náuseas,pérdida de apetito,dolor abdominal,coloración amarilla de los ojos,,,,,,,,,
Hepatitis D,dolor articular,vómitos,fatiga,piel amarillenta,náuseas,pérdida de apetito,dolor abdominal,coloración amarilla de los ojos,,,,,,,,,
Hepatitis D,dolor articular,vómitos,fatiga,piel amarillenta,orina oscura,pérdida de apetito,dolor abdominal,coloración amarilla de los ojos,,,,,,,,,
Hepatitis D,dolor articular,vómitos,fatiga,piel amarillenta,orina oscura,náuseas,dolor abdominal,coloración amarilla de los ojos,,,,,,,,,
Hepatitis D,dolor articular,vómitos,fatiga,piel amarillenta,orina oscura,náuseas,pérdida de apetito,coloración amarilla de los ojos,,,,,,,,,
Hepatitis D,dolor articular,vómitos,fatiga,piel amarillenta,orina oscura,náuseas,pérdida de apetito,dolor abdominal,,,,,,,,,
Hepatitis E,dolor articular,vómitos,fatiga,fiebre alta,piel amarillenta,orina oscura,náuseas,pérdida de apetito,dolor abdominal,coloración amarilla de los ojos,coma,sangrado estomacal,,,,,
Hepatitis E,dolor articular,vómitos,fatiga,fiebre alta,piel amarillenta,orina oscura,náuseas,pérdida de apetito,dolor abdominal,coloración amarilla de los ojos,insuficiencia hepática aguda,coma,sangrado estomacal,,,,
Hepatitis E,dolor articular,vómitos,fatiga,fiebre alta,piel amarillenta,orina oscura,náuseas,pérdida de apetito,dolor abdominal,coloración amarilla de los ojos,insuficiencia hepática aguda,coma,sangrado estomacal,,,,
Hepatitis E,vómitos,fatiga,fiebre alta,piel amarillenta,orina oscura,náuseas,pérdida de apetito,dolor abdominal,coloración amarilla de los ojos,insuficiencia hepática aguda,coma,sangrado estomacal,,,,,
Hepatitis E,dolor articular,fatiga,fiebre alta,piel amarillenta,orina oscura,náuseas,pérdida de apetito,dolor abdominal,coloración amarilla de los ojos,insuficiencia hepática aguda,coma,sangrado estomacal,,,,,
Hepatitis E,dolor articular,vómitos,fiebre alta,piel amarillenta,orina oscura,náuseas,pérdida de apetito,dolor abdominal,coloración amarilla de los ojos,insuficiencia hepática aguda,coma,sangrado estomacal,,,,,
Hepatitis E,dolor articular,vómitos,fatiga,piel amarillenta,orina oscura,náuseas,pérdida de apetito,dolor abdominal,coloración amarilla de los ojos,insuficiencia hepática aguda,coma,sangrado estomacal,,,,,
Hepatitis E,dolor articular,vómitos,fatiga,fiebre alta,orina oscura,náuseas,pérdida de apetito,dolor abdominal,coloración amarilla de los ojos,insuficiencia hepática aguda,coma,sangrado estomacal,,,,,
Hepatitis E,dolor articular,vómitos,fatiga,fiebre alta,piel amarillenta,náuseas,pérdida de apetito,dolor abdominal,coloración amarilla de los ojos,insuficiencia hepática aguda,coma,sangrado estomacal,,,,,
Hepatitis E,dolor articular,vómitos,fatiga,fiebre alta,piel amarillenta,orina oscura,pérdida de apetito,dolor abdominal,coloración amarilla de los ojos,insuficiencia hepática aguda,coma,sangrado estomacal,,,,,
Hepatitis alcohólica,vómitos,piel amarillenta,dolor abdominal,hinchazón del estómago,distensión abdominal,antecedentes de consumo de alcohol,sobrecarga de líquidos,,,,,,,,,,
Hepatitis alcohólica,vómitos,piel amarillenta,dolor abdominal,hinchazón del estómago,distensión abdominal,antecedentes de consumo de alcohol,sobrecarga de líquidos,,,,,,,,,,
Hepatitis alcohólica,piel amarillenta,dolor abdominal,hinchazón del estómago,distensión abdominal,antecedentes de consumo de alcohol,sobrecarga de líquidos,,,,,,,,,,,
Hepatitis alcohólica,vómitos,dolor abdominal,hinchazón del estómago,distensión abdominal,antecedentes de consumo de alcohol,sobrecarga de líquidos,,,,,,,,,,,
Hepatitis alcohólica,vómitos,piel amarillenta,hinchazón del estómago,distensión abdominal,antecedentes de consumo de alcohol,sobrecarga de líquidos,,,,,,,,,,,
Hepatitis alcohólica,vómitos,piel amarillenta,dolor abdominal,distensión abdominal,antecedentes de consumo de alcohol,sobrecarga de líquidos,,,,,,,,,,,
Hepatitis alcohólica,vómitos,piel amarillenta,dolor abdominal,hinchazón del estómago,antecedentes de consumo de alcohol,sobrecarga de líquidos,,,,,,,,,,,
Hepatitis alcohólica,vómitos,piel amarillenta,dolor abdominal,hinchazón del estómago,distensión abdominal,sobrecarga de líquidos,,,,,,,,,,,
Hepatitis alcohólica,vómitos,piel amarillenta,dolor abdominal,hinchazón del estómago,distensión abdominal,antecedentes de consumo de alcohol,,,,,,,,,,,
Hepatitis alcohólica,vómitos,piel amarillenta,dolor abdominal,hinchazón del estómago,distensión abdominal,antecedentes de consumo de alcohol,sobrecarga de líquidos,,,,,,,,,,
Tuberculosis,escalofríos,vómitos,fatiga,pérdida de peso,tos,fiebre alta,dificultad para respirar,sudoración,pérdida de apetito,fiebre leve,coloración amarilla de los ojos,ganglios linfáticos inflamados,malestar general,flema,dolor en el pecho,sangre en el esputo,
Tuberculosis,escalofríos,vómitos,fatiga,pérdida de peso,tos,fiebre alta,dificultad para respirar,sudoración,pérdida de apetito,fiebre leve,coloración amarilla de los ojos,ganglios linfáticos inflamados,malestar general,flema,dolor en el pecho,sangre en el esputo,
Tuberculosis,vómitos,fatiga,pérdida de peso,tos,fiebre alta,dificultad para respirar,sudoración,pérdida de apetito,fiebre leve,coloración amarilla de los ojos,ganglios linfáticos inflamados,malestar general,flema,dolor en el pecho,sangre en el esputo,,
Tuberculosis,escalofríos,fatiga,pérdida de peso,tos,fiebre alta,dificultad para respirar,sudoración,pérdida de apetito,fiebre leve,coloración amarilla de los ojos,ganglios linfáticos inflamados,malestar general,flema,dolor en el pecho,sangre en el esputo,,
Tuberculosis,escalofríos,vómitos,pérdida de peso,tos,fiebre alta,dificultad para respirar,sudoración,pérdida de apetito,fiebre leve,coloración amarilla de los ojos,ganglios linfáticos inflamados,malestar general,flema,dolor en el pecho,sangre en el esputo,,
Tuberculosis,escalofríos,vómitos,fatiga,tos,fiebre alta,dificultad para respirar,sudoración,pérdida de apetito,fiebre leve,coloración amarilla de los ojos,ganglios linfáticos inflamados,malestar general,flema,dolor en el pecho,sangre en el esputo,,
Tuberculosis,escalofríos,vómitos,fatiga,pérdida de peso,fiebre alta,dificultad para respirar,sudoración,pérdida de apetito,fiebre leve,coloración amarilla de los ojos,ganglios linfáticos inflamados,malestar general,flema,dolor en el pecho,sangre en el esputo,,
Tuberculosis,escalofríos,vómitos,fatiga,pérdida de peso,tos,dificultad para respirar,sudoración,pérdida de apetito,fiebre leve,coloración amarilla de los ojos,ganglios linfáticos inflamados,malestar general,flema,dolor en el pecho,sangre en el esputo,,
Tuberculosis,escalofríos,vómitos,fatiga,pérdida de peso,tos,fiebre alta,sudoración,pérdida de apetito,fiebre leve,coloración amarilla de los ojos,ganglios linfáticos inflamados,malestar general,flema,dolor en el pecho,sangre en el esputo,,
Tuberculosis,escalofríos,vómitos,fatiga,pérdida de peso,tos,fiebre alta,dificultad para respirar,pérdida de apetito,fiebre leve,coloración amarilla de los ojos,ganglios linfáticos inflamados,malestar general,flema,dolor en el pecho,sangre en el esputo,,
Resfriado común,estornudos continuos,escalofríos,fatiga,tos,fiebre alta,dolor de cabeza,ganglios linfáticos inflamados,malestar general,flema,irritación de garganta,enrojecimiento de los ojos,presión en los senos paranasales,secreción nasal,congestión,dolor en el pecho,pérdida del olfato,dolor muscular
Resfriado común,estornudos continuos,escalofríos,fatiga,tos,fiebre alta,dolor de cabeza,ganglios linfáticos inflamados,malestar general,flema,irritación de garganta,enrojecimiento de los ojos,presión en los senos paranasales,secreción nasal,congestión,dolor en el pecho,pérdida del olfato,dolor muscular
Resfriado común,escalofríos,fatiga,tos,fiebre alta,dolor de cabeza,ganglios linfáticos inflamados,malestar general,flema,irritación de garganta,enrojecimiento de los ojos,presión en los senos paranasales,secreción nasal,congestión,dolor en el pecho,pérdida del olfato,dolor muscular,
Resfriado común,estornudos continuos,fatiga,tos,fiebre alta,dolor de cabeza,ganglios linfáticos inflamados,malestar general,flema,irritación de garganta,enrojecimiento de los ojos,presión en los senos paranasales,secreción nasal,congestión,dolor en el pecho,pérdida del olfato,dolor muscular,
Resfriado común,estornudos continuos,escalofríos,tos,fiebre alta,dolor de cabeza,ganglios linfáticos inflamados,malestar general,flema,irritación de garganta,enrojecimiento de los ojos,presión en los senos paranasales,secreción nasal,congestión,dolor en el pecho,pérdida del olfato,dolor muscular,
Resfriado común,estornudos continuos,escalofríos,fatiga,fiebre alta,dolor de cabeza,ganglios linfáticos inflamados,malestar general,flema,irritación de garganta,enrojecimiento de los ojos,presión en los senos paranasales,secreción nasal,congestión,dolor en el pecho,pérdida del olfato,dolor muscular,
Resfriado común,estornudos continuos,escalofríos,fatiga,tos,dolor de cabeza,ganglios linfáticos inflamados,malestar general,flema,irritación de garganta,enrojecimiento de los ojos,presión en los senos paranasales,secreción nasal,congestión,dolor en el pecho,pérdida del olfato,dolor muscular,
Resfriado común,estornudos continuos,escalofríos,fatiga,tos,fiebre alta,ganglios linfáticos inflamados,malestar general,flema,irritación de garganta,enrojecimiento de los ojos,presión en los senos paranasales,secreción nasal,congestión,dolor en el pecho,pérdida del olfato,dolor muscular,
Resfriado común,estornudos continuos,escalofríos,fatiga,tos,fiebre alta,dolor de cabeza,malestar general,flema,irritación de garganta,enrojecimiento de los ojos,presión en los senos paranasales,secreción nasal,congestión,dolor en el pecho,pérdida del olfato,dolor muscular,
Resfriado común,estornudos continuos,escalofríos,fatiga,tos,fiebre alta,dolor de cabeza,ganglios linfáticos inflamados,flema,irritación de garganta,enrojecimiento de los ojos,presión en los senos paranasales,secreción nasal,congestión,dolor en el pecho,pérdida del olfato,dolor muscular,
Neumonía,escalofríos,fatiga,tos,fiebre alta,dificultad para respirar,sudoración,malestar general,dolor en el pecho,ritmo cardíaco acelerado,esputo oxidado,,,,,,,
Neumonía,escalofríos,fatiga,tos,fiebre alta,dificultad para respirar,sudoración,malestar general,flema,dolor en el pecho,ritmo cardíaco acelerado,esputo oxidado,,,,,,
Neumonía,escalofríos,fatiga,tos,fiebre alta,dificultad para respirar,sudoración,malestar general,flema,dolor en el pecho,ritmo cardíaco acelerado,esputo oxidado,,,,,,
Neumonía,fatiga,tos,fiebre alta,dificultad para respirar,sudoración,malestar general,flema,dolor en el pecho,ritmo cardíaco acelerado,esputo oxidado,,,,,,,
Neumonía,escalofríos,tos,fiebre alta,dificultad para respirar,sudoración,malestar general,flema,dolor en el pecho,ritmo cardíaco acelerado,esputo oxidado,,,,,,,
Neumonía,escalofríos,fatiga,fiebre alta,dificultad para respirar,sudoración,malestar general,flema,dolor en el pecho,ritmo cardíaco acelerado,esputo oxidado,,,,,,,
Neumonía,escalofríos,fatiga,tos,dificultad para respirar,sudoración,malestar general,flema,dolor en el pecho,ritmo cardíaco acelerado,esputo oxidado,,,,,,,
Neumonía,escalofríos,fatiga,tos,fiebre alta,sudoración,malestar general,flema,dolor en el pecho,ritmo cardíaco acelerado,esputo oxidado,,,,,,,
Neumonía,escalofríos,fatiga,tos,fiebre alta,dificultad para respirar,malestar general,flema,dolor en el pecho,ritmo cardíaco acelerado,esputo oxidado,,,,,,,
Neumonía,escalofríos,fatiga,tos,fiebre alta,dificultad para respirar,sudoración,flema,dolor en el pecho,ritmo cardíaco acelerado,esputo oxidado,,,,,,,
Hemorroides,estreñimiento,dolor durante la evacuación,dolor en la región anal,heces con sangre,irritación en el ano,,,,,,,,,,,,
Hemorroides,estreñimiento,dolor durante la evacuación,dolor en la región anal,heces con sangre,irritación en el ano,,,,,,,,,,,,
Hemorroides,estreñimiento,dolor durante la evacuación,dolor en la región anal,heces con sangre,irritación en el ano,,,,,,,,,,,,
Hemorroides,dolor durante la evacuación,dolor en la región anal,heces con sangre,irritación en el ano,,,,,,,,,,,,,
Hemorroides,estreñimiento,dolor en la región anal,heces con sangre,irritación en el ano,,,,,,,,,,,,,
Hemorroides,estreñimiento,dolor durante la evacuación,heces con sangre,irritación en el ano,,,,,,,,,,,,,
Hemorroides,estreñimiento,dolor durante la evacuación,dolor en la región anal,irritación en el ano,,,,,,,,,,,,,
Hemorroides,estreñimiento,dolor durante la evacuación,dolor en la región anal,heces con sangre,,,,,,,,,,,,,
Hemorroides,estreñimiento,dolor durante la evacuación,dolor en la región anal,heces con sangre,irritación en el ano,,,,,,,,,,,,
Hemorroides,estreñimiento,dolor durante la evacuación,dolor en la región anal,heces con sangre,irritación en el ano,,,,,,,,,,,,
Infarto cardíaco,vómitos,dificultad para respirar,sudoración,dolor en el pecho,,,,,,,,,,,,,
Infarto cardíaco,vómitos,dificultad para respirar,sudoración,dolor en el pecho,,,,,,,,,,,,,
Infarto cardíaco,dificultad para respirar,sudoración,dolor en el pecho,,,,,,,,,,,,,,
Infarto cardíaco,vómitos,sudoración,dolor en el pecho,,,,,,,,,,,,,,
Infarto cardíaco,vómitos,dificultad para respirar,dolor en el pecho,,,,,,,,,,,,,,
Infarto cardíaco,vómitos,dificultad para respirar,sudoración,,,,,,,,,,,,,,
Infarto cardíaco,vómitos,dificultad para respirar,sudoración,dolor en el pecho,,,,,,,,,,,,,
Infarto cardíaco,dificultad para respirar,sudoración,dolor en el pecho,,,,,,,,,,,,,,
Infarto cardíaco,vómitos,sudoración,dolor en el pecho,,,,,,,,,,,,,,
Infarto cardíaco,vómitos,dificultad para respirar,dolor en el pecho,,,,,,,,,,,,,,
Várices,fatiga,calambres,moretones,obesidad,piernas hinchadas,vasos sanguíneos hinchados,venas prominentes en la pantorrilla,,,,,,,,,,
Várices,fatiga,calambres,moretones,obesidad,piernas hinchadas,vasos sanguíneos hinchados,venas prominentes en la pantorrilla,,,,,,,,,,
Várices,calambres,moretones,obesidad,piernas hinchadas,vasos sanguíneos hinchados,venas prominentes en la pantorrilla,,,,,,,,,,,
Várices,fatiga,moretones,obesidad,piernas hinchadas,vasos sanguíneos hinchados,venas prominentes en la pantorrilla,,,,,,,,,,,
Várices,fatiga,calambres,obesidad,piernas hinchadas,vasos sanguíneos hinchados,venas prominentes en la pantorrilla,,,,,,,,,,,
Várices,fatiga,calambres,moretones,piernas hinchadas,vasos sanguíneos hinchados,venas prominentes en la pantorrilla,,,,,,,,,,,
Várices,fatiga,calambres,moretones,obesidad,vasos sanguíneos hinchados,venas prominentes en la pantorrilla,,,,,,,,,,,
Várices,fatiga,calambres,moretones,obesidad,piernas hinchadas,venas prominentes en la pantorrilla,,,,,,,,,,,
Várices,fatiga,calambres,moretones,obesidad,piernas hinchadas,vasos sanguíneos hinchados,,,,,,,,,,,
Várices,fatiga,calambres,moretones,obesidad,piernas hinchadas,venas prominentes en la pantorrilla,,,,,,,,,,,
Hipotiroidismo,fatiga,aumento de peso,manos y pies fríos,cambios de humor,letargo,mareos,cara y ojos hinchados,tiroides agrandada,uñas quebradizas,extremidades hinchadas,depresión,irritabilidad,menstruación anormal,,,,
